"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF025","YCR052W;YNR023W","PANTHER","PTHR13844","SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY D","-",2,42,2,1019,0.0094978840194931,23.993676587957,0.144559276907922
"YAF025","YCR052W;YNR023W","PANTHER","PTHR13844:SF7","BRAHMA-ASSOCIATED PROTEIN OF 60 KDA","-",2,42,2,1019,0.0094978840194931,23.993676587957,0.144559276907922
"YAF025","YGL049C;YGR162W","PANTHER","PTHR23253","EUKARYOTIC TRANSLATION INITIATION FACTOR 4 GAMMA","-",2,42,2,1019,0.0094978840194931,23.993676587957,0.144559276907922
"YAF025","YGL049C;YGR162W","PANTHER","PTHR23253:SF9","EUKARYOTIC TRANSLATION INITIATION FACTOR 4 GAMMA 2","-",2,42,2,1019,0.0094978840194931,23.993676587957,0.144559276907922
"YAF025","YCL011C;YDR381W;YER165W;YNL175C;YOL041C;YPL043W;YPL190C","Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RNA recognition motif domain",7,34,18,1000,2.21583977296076e-05,11.3631722430754,0.00333664701618308
"YAF025","YGL049C;YGR162W","Pfam","PF12152","Eukaryotic translation initiation factor 4G1","Eukaryotic translation initiation factor 4G1, eIF4E-binding domain",2,39,2,1016,0.00835617774886613,25.740528608521,0.144559276907922
"YAF025","YCL011C;YCL031C;YDR381W;YER165W;YNL175C;YOL041C;YPL043W;YPL190C","Gene3D","G3DSA:3.30.70.330","-","Nucleotide-binding alpha-beta plait domain superfamily",8,26,23,890,5.16355498210131e-06,11.8230636679701,0.00186920690352067
"YAF025","YGL049C;YGR162W","Gene3D","G3DSA:1.20.970.30","-","eIF4G, eIF4e-binding domain superfamily",2,32,2,911,0.00717944707132812,28.0571162325263,0.144559276907922
"YAF025","YCL011C;YDR381W;YER165W;YNL175C;YOL041C;YPL043W;YPL190C","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",7,29,22,887,5.4400748085767e-05,9.67097281807307,0.00492326770176192
"YAF025","YCR052W;YDR117C;YNR023W","SUPERFAMILY","SSF47592","SWIB/MDM2 domain","SWIB/MDM2 domain superfamily",3,33,3,906,0.000940390499732103,27.0744135035105,0.0567368934838369
"YAF025","YGL049C;YGR162W","SUPERFAMILY","SSF101489","Eukaryotic initiation factor 4f subunit eIF4g, eIF4e-binding domain","eIF4G, eIF4e-binding domain superfamily",2,34,2,907,0.00807252555015493,26.3126845514473,0.144559276907922
"YAF025","YCL011C;YDR381W;YER165W;YNL175C;YOL041C;YPL043W;YPL190C","SMART","SM00360","rrm1_1","RNA recognition motif domain",7,16,20,435,0.000109108866078565,9.41285149694469,0.00789948190408808
"YAF025","YLR432W;YML056C","ProSitePatterns","PS00487","IMP dehydrogenase / GMP reductase signature.","IMP dehydrogenase / GMP reductase, conserved site",2,5,3,454,0.00191297454732659,56.7157904842595,0.0989281123046035
"YAF025","YCL011C;YDR381W;YER165W;YNL175C;YNR051C;YOL041C;YPL043W;YPL190C","ProSiteProfiles","PS50102","Eukaryotic RNA Recognition Motif (RRM) profile.","RNA recognition motif domain",8,15,22,423,2.76517708523459e-05,10.1380039694493,0.00333664701618308
"YAF025","YLR432W;YML056C","PIRSF","PIRSF000130","IMPDH","Inosine-5'-monophosphate dehydrogenase",2,4,3,201,0.00657522514957365,31.0688287160689,0.144559276907922
"YAF025","YLR432W;YML056C","TIGRFAM","TIGR01302","IMP_dehydrog: inosine-5'-monophosphate dehydrogenase","Inosine-5'-monophosphate dehydrogenase",2,4,3,244,0.00455681219753271,37.7154822491859,0.144559276907922
