"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF012","YDL213C;YDR381W;YER165W;YHL034C;YNL175C;YOL041C;YOL144W;YPL043W","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",8,25,18,538,3.11901613241955e-05,9.47925799576026,0.00461614387598094
"YAF012","YDR381W;YER165W;YHL034C;YNL175C;YOL041C;YPL043W","Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RNA recognition motif domain",6,35,15,604,0.00107362637856617,6.85999295383925,0.0794483520138964
"YAF012","YDR381W;YER165W;YHL034C;YNL175C;YOL041C;YPL043W","SMART","SM00360","rrm1_1","RNA recognition motif domain",6,19,16,249,0.00646899465791253,4.86956058780816,0.162089316394738
"YAF012","YCL037C;YFR037C;YPL127C","Gene3D","G3DSA:1.10.10.10","winged helix repressor DNA binding domain","Winged helix-like DNA-binding domain superfamily",3,29,6,559,0.00944669452908016,9.54596875835968,0.162089316394738
"YAF012","YDL213C;YDR381W;YER165W;YHL034C;YNL175C;YOL041C;YOL144W;YPL043W","Gene3D","G3DSA:3.30.70.330","-","Nucleotide-binding alpha-beta plait domain superfamily",8,24,19,546,3.01422046839169e-05,9.49421283157149,0.00461614387598094
"YAF012","YDL213C;YDR381W;YER165W;YHL034C;YNL175C;YNR051C;YOL041C;YOL144W;YPL043W","ProSiteProfiles","PS50102","Eukaryotic RNA Recognition Motif (RRM) profile.","RNA recognition motif domain",9,17,19,244,0.000211449495061703,6.71991558202425,0.020863016846088
"YAF012","YDL213C;YNL175C;YOL041C","PANTHER","PTHR23236","EUKARYOTIC TRANSLATION INITIATION FACTOR 4B/4H","-",3,36,4,613,0.00577072079728878,12.6418169396566,0.162089316394738
"YAF012","YLR432W;YML056C","ProSitePatterns","PS00487","IMP dehydrogenase / GMP reductase signature.","IMP dehydrogenase / GMP reductase, conserved site",2,5,2,325,0.00222044820846344,59.8439833045388,0.131450533941036
"YAF012","YLR432W;YML056C","PIRSF","PIRSF000130","IMPDH","Inosine-5'-monophosphate dehydrogenase",2,3,2,145,0.00508958292883193,42.7755051445078,0.162089316394738
"YAF012","YLR432W;YML056C","TIGRFAM","TIGR01302","IMP_dehydrog: inosine-5'-monophosphate dehydrogenase","Inosine-5'-monophosphate dehydrogenase",2,3,2,189,0.00307523255015376,55.748591330371,0.151711472474252
