"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF015","YLR432W;YML056C","ProSitePatterns","PS00487","IMP dehydrogenase / GMP reductase signature.","IMP dehydrogenase / GMP reductase, conserved site",2,2,2,331,0.000630806743330357,139.789114698763,0.018382648285318
"YAF015","YDL213C;YDR381W;YER165W;YNL175C;YOL041C;YPL043W","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",6,9,17,540,8.42418203210724e-06,20.7901056879395,0.00115494002133886
"YAF015","YLR432W;YML056C","SUPERFAMILY","SSF51412","Inosine monophosphate dehydrogenase (IMPDH)","-",2,13,2,555,0.00374140336308336,41.2789628586725,0.0542985929920419
"YAF015","YLR432W;YML056C","SUPERFAMILY","SSF54631","CBS-domain pair","-",2,13,3,554,0.00614098020042053,27.6681880855664,0.0631079912174364
"YAF015","YLR432W;YML056C","CDD","cd00381","IMPDH","IMP dehydrogenase/GMP reductase",2,13,2,413,0.00655667441220118,30.6902301000232,0.0631079912174364
"YAF015","YLR432W;YML056C","CDD","cd04601","CBS_pair_IMPDH","-",2,13,2,413,0.00655667441220118,30.6902301000232,0.0631079912174364
"YAF015","YDL213C;YNL175C;YOL041C","PANTHER","PTHR23236","EUKARYOTIC TRANSLATION INITIATION FACTOR 4B/4H","-",3,16,4,619,0.00071620707605135,28.3360222761654,0.018382648285318
"YAF015","YLR432W;YML056C","PANTHER","PTHR11911","INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED","-",2,17,2,621,0.00481142537790494,35.5539046323052,0.0617466256831134
"YAF015","YDR381W;YER165W;YNL175C;YOL041C;YPL043W","Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RNA recognition motif domain",5,12,15,607,8.63505743849994e-05,16.6131017173257,0.00443266281842997
"YAF015","YLR432W;YML056C","Pfam","PF00478","IMP dehydrogenase / GMP reductase domain","IMP dehydrogenase/GMP reductase",2,15,2,620,0.00387847092800299,40.0582932707017,0.0542985929920419
"YAF015","YLR432W;YML056C","Pfam","PF00571","CBS domain","CBS domain",2,15,3,619,0.00636280937000309,26.8566028696015,0.0631079912174364
"YAF015","YDL213C;YDR381W;YER165W;YNL175C;YOL041C;YPL043W","ProSiteProfiles","PS50102","Eukaryotic RNA Recognition Motif (RRM) profile.","RNA recognition motif domain",6,7,17,241,0.000223516633447364,11.9019666069145,0.00860539038772352
"YAF015","YDR381W;YER165W;YNL175C;YOL041C;YPL043W","SMART","SM00360","rrm1_1","RNA recognition motif domain",5,8,16,248,0.00133360788133009,9.5156751864712,0.0256719517156042
"YAF015","YLR432W;YML056C","PIRSF","PIRSF000130","IMPDH","Inosine-5'-monophosphate dehydrogenase",2,2,2,146,0.0030813533233056,61.888948348505,0.0527253790876736
"YAF015","YDL213C;YDR381W;YER165W;YNL175C;YOL041C;YPL043W","Gene3D","G3DSA:3.30.70.330","-","Nucleotide-binding alpha-beta plait domain superfamily",6,10,18,552,1.49992210563488e-05,18.1046100736546,0.00115494002133886
"YAF015","YLR432W;YML056C","TIGRFAM","TIGR01302","IMP_dehydrog: inosine-5'-monophosphate dehydrogenase","Inosine-5'-monophosphate dehydrogenase",2,1,2,192,0.00092597757572377,149.806369957835,0.0203715066659229
