"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF021","YER165W;YHL034C;YNL175C;YPL190C","Gene3D","G3DSA:3.30.70.330","-","Nucleotide-binding alpha-beta plait domain superfamily",4,13,22,875,0.000955408539299955,12.1328471325436,0.0473497038770184
"YAF021","YER165W;YHL034C;YNL175C;YPL190C","Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RNA recognition motif domain",4,14,17,1003,0.000316296151722609,16.6838333748818,0.0473497038770184
"YAF021","YLR432W;YML056C","Pfam","PF00478","IMP dehydrogenase / GMP reductase domain","IMP dehydrogenase/GMP reductase",2,16,3,1017,0.00275593621633473,41.4241254591138,0.0473497038770184
"YAF021","YLR432W;YML056C","Pfam","PF00571","CBS domain","CBS domain",2,16,4,1016,0.00409141638136698,31.1638836347893,0.0473497038770184
"YAF021","YER165W;YHL034C;YNL175C;YPL190C","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",4,14,22,864,0.00125503248076725,11.1271515707748,0.0473497038770184
"YAF021","YLR432W;YML056C","SUPERFAMILY","SSF51412","Inosine monophosphate dehydrogenase (IMPDH)","-",2,16,3,883,0.00361723348101191,35.9685565209359,0.0473497038770184
"YAF021","YLR432W;YML056C","SUPERFAMILY","SSF54631","CBS-domain pair","-",2,16,4,882,0.0053618166630272,27.044169285527,0.0568352566280883
"YAF021","YLR432W;YML056C","PANTHER","PTHR11911","INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED","-",2,16,3,1014,0.00277169262601129,41.3020521436013,0.0473497038770184
"YAF021","YLR432W;YML056C","ProSitePatterns","PS00487","IMP dehydrogenase / GMP reductase signature.","IMP dehydrogenase / GMP reductase, conserved site",2,5,3,473,0.00176680443771439,59.1736255259286,0.0473497038770184
"YAF021","YLR432W;YML056C","CDD","cd00381","IMPDH","IMP dehydrogenase/GMP reductase",2,12,3,632,0.00416915631621546,34.0910921178113,0.0473497038770184
"YAF021","YLR432W;YML056C","CDD","cd04601","CBS_pair_IMPDH","-",2,12,3,632,0.00416915631621546,34.0910921178113,0.0473497038770184
"YAF021","YER165W;YHL034C;YNL175C;YPL190C","ProSiteProfiles","PS50102","Eukaryotic RNA Recognition Motif (RRM) profile.","RNA recognition motif domain",4,8,21,409,0.00291847841238789,9.61647888459761,0.0473497038770184
"YAF021","YLR432W;YML056C","ProSiteProfiles","PS51371","CBS domain profile.","CBS domain",2,10,4,426,0.00955633937332607,20.7104209307355,0.0893798800211086
"YAF021","YER165W;YHL034C;YNL175C;YPL190C","SMART","SM00360","rrm1_1","RNA recognition motif domain",4,10,17,412,0.00276058222408077,9.57034405171471,0.0473497038770184
"YAF021","YLR432W;YML056C","SMART","SM01240","IMPDH_2","-",2,12,3,426,0.0087984956679546,22.9893476193816,0.0874350507002989
"YAF021","YLR432W;YML056C","TIGRFAM","TIGR01302","IMP_dehydrog: inosine-5'-monophosphate dehydrogenase","Inosine-5'-monophosphate dehydrogenase",2,4,3,278,0.00355309979926501,42.9583801562806,0.0473497038770184
"YAF021","YLR432W;YML056C","PIRSF","PIRSF000130","IMPDH","Inosine-5'-monophosphate dehydrogenase",2,1,3,216,0.00121182474123651,120.139844964323,0.0473497038770184
