"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF039","YDL061C","ProSitePatterns","PS00527","Ribosomal protein S14 signature.","Ribosomal protein S14, conserved site",1,19,2,231,0.219700906518852,5.99309779750834,0.264197292649253
"YAF039","YDL191W","ProSitePatterns","PS00579","Ribosomal protein L29 signature.","Ribosomal protein L29, conserved site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YDR375C","ProSitePatterns","PS00674","AAA-protein family signature.","ATPase, AAA-type, conserved site",1,19,2,231,0.219700906518852,5.99309779750834,0.264197292649253
"YAF039","YDR500C;YLR185W","ProSitePatterns","PS01077","Ribosomal protein L37e signature.","Ribosomal protein L37e, conserved site",2,18,2,231,0.0324291240833766,12.526870866942,0.220893119619234
"YAF039","YER102W","ProSitePatterns","PS01193","Ribosomal protein S8e signature.","Ribosomal protein S8e, conserved site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YER133W","ProSitePatterns","PS00125","Serine/threonine specific protein phosphatases signature.","Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YGL103W","ProSitePatterns","PS00475","Ribosomal protein L15 signature.","Ribosomal protein L15, conserved site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YHL015W","ProSitePatterns","PS00361","Ribosomal protein S10 signature.","Ribosomal protein S10, conserved site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YJL130C","ProSitePatterns","PS00097","Aspartate and ornithine carbamoyltransferases signature.","Aspartate/ornithine carbamoyltransferase",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YJL130C;YNR016C","ProSitePatterns","PS00866","Carbamoyl-phosphate synthase subdomain signature 1.","Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",2,18,3,230,0.0514822103820328,8.36392447625255,0.220893119619234
"YAF039","YJL130C;YNR016C","ProSitePatterns","PS00867","Carbamoyl-phosphate synthase subdomain signature 2.","Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",2,18,3,230,0.0514822103820328,8.36392447625255,0.220893119619234
"YAF039","YJR045C","ProSitePatterns","PS00297","Heat shock hsp70 proteins family signature 1.","Heat shock protein 70, conserved site",1,19,5,228,0.393028595554303,2.38828725096089,0.429169156065044
"YAF039","YJR045C","ProSitePatterns","PS00329","Heat shock hsp70 proteins family signature 2.","Heat shock protein 70, conserved site",1,19,6,227,0.442176077695655,1.98414582479142,0.466741415345414
"YAF039","YJR045C","ProSitePatterns","PS01036","Heat shock hsp70 proteins family signature 3.","Heat shock protein 70, conserved site",1,19,6,227,0.442176077695655,1.98414582479142,0.466741415345414
"YAF039","YJR104C","ProSitePatterns","PS00087","Copper/Zinc superoxide dismutase signature 1.","Superoxide dismutase, copper/zinc, binding site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YJR104C","ProSitePatterns","PS00332","Copper/Zinc superoxide dismutase signature 2.","Superoxide dismutase, copper/zinc, binding site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YKR084C","ProSitePatterns","PS00301","Translational (tr)-type guanine nucleotide-binding (G) domain signature.","Tr-type G domain, conserved site",1,19,4,229,0.339785489901172,2.99291875988094,0.381255372526905
"YAF039","YLR180W","ProSitePatterns","PS00376","S-adenosylmethionine synthase signature 1.","S-adenosylmethionine synthetase, conserved site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YLR180W","ProSitePatterns","PS00377","S-adenosylmethionine synthase signature 2.","S-adenosylmethionine synthetase, conserved site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YML063W","ProSitePatterns","PS01191","Ribosomal protein S3Ae signature.","Ribosomal protein S3Ae, conserved site",1,19,2,231,0.219700906518852,5.99309779750834,0.264197292649253
"YAF039","YNL162W","ProSitePatterns","PS01172","Ribosomal protein L44e signature.","Ribosomal protein L44e",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YNR016C","ProSitePatterns","PS00188","Biotin-requiring enzymes attachment site.","Biotin-binding site",1,19,2,231,0.219700906518852,5.99309779750834,0.264197292649253
"YAF039","YOL040C","ProSitePatterns","PS00323","Ribosomal protein S19 signature.","Ribosomal protein S19 conserved site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YOL127W","ProSitePatterns","PS00050","Ribosomal protein L23 signature.","Ribosomal protein L23/L25, conserved site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YOR167C","ProSitePatterns","PS00961","Ribosomal protein S28e signature.","Ribosomal protein S28e conserved site",1,19,1,232,0.152142543446891,11.9271561577525,0.225836587928979
"YAF039","YDL061C","Gene3D","G3DSA:4.10.830.10","30s Ribosomal Protein S14; Chain N","Ribosomal protein S14/S29",1,25,2,347,0.194394460294476,6.86330669220943,0.241977380823268
"YAF039","YDL191W","Gene3D","G3DSA:1.10.20.90","-","-",1,25,1,348,0.134032085561497,13.6692938566033,0.220893119619234
