"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF020","YBR072W;YCR057C;YHR015W;YIL115C;YNL212W;YPL146C","MobiDBLite","mobidb-lite","consensus disorder prediction","-",6,0,438,0,1,0,1
"YAF020","YBR072W","Pfam","PF00011","Hsp20/alpha crystallin family","Alpha crystallin/Hsp20 domain",1,13,1,986,0.0277902097902096,73.1499331016583,0.0777612209267397
"YAF020","YCR057C","Pfam","PF00400","WD domain, G-beta repeat","WD40 repeat",1,13,27,960,0.329565960145724,2.73059594645724,0.348579380923361
"YAF020","YCR057C","Pfam","PF04003","Dip2/Utp12 Family","Small-subunit processome, Utp12",1,13,3,984,0.0548618587897143,24.792580247534,0.0850432386260902
"YAF020","YGR175C","Pfam","PF08491","Squalene epoxidase","Squalene epoxidase",1,13,1,986,0.0277902097902096,73.1499331016583,0.0777612209267397
"YAF020","YHR015W","Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RNA recognition motif domain",1,13,18,969,0.236669100249047,4.12918777577213,0.265648990075461
"YAF020","YHR047C","Pfam","PF01433","Peptidase family M1 domain","Peptidase M1, membrane alanine aminopeptidase",1,13,3,984,0.0548618587897143,24.792580247534,0.0850432386260902
"YAF020","YHR047C","Pfam","PF11838","ERAP1-like C-terminal domain","ERAP1-like C-terminal domain",1,13,3,984,0.0548618587897143,24.792580247534,0.0850432386260902
"YAF020","YHR047C","Pfam","PF17900","Peptidase M1 N-terminal domain","-",1,13,3,984,0.0548618587897143,24.792580247534,0.0850432386260902
"YAF020","YIL115C","Pfam","PF16755","Nucleoporin or Nuclear pore complex subunit NUP214=Nup159","Nucleoporin Nup159/Nup146, N-terminal",1,13,1,986,0.0277902097902096,73.1499331016583,0.0777612209267397
"YAF020","YJL052W","Pfam","PF00044","Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain","Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain",1,13,3,984,0.0548618587897143,24.792580247534,0.0850432386260902
"YAF020","YJL052W","Pfam","PF02800","Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain","Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain",1,13,3,984,0.0548618587897143,24.792580247534,0.0850432386260902
"YAF020","YJR147W","Pfam","PF00447","HSF-type DNA-binding","Heat shock factor (HSF)-type, DNA-binding",1,13,1,986,0.0277902097902096,73.1499331016583,0.0777612209267397
"YAF020","YKL103C","Pfam","PF02127","Aminopeptidase I zinc metalloprotease (M18)","Peptidase M18",1,13,2,985,0.0414147714147715,36.9958191562097,0.0850432386260902
"YAF020","YLR056W","Pfam","PF04116","Fatty acid hydroxylase superfamily","Fatty acid hydroxylase",1,13,4,983,0.0681336080143322,18.645387502054,0.0973337257347603
"YAF020","YLR113W","Pfam","PF00069","Protein kinase domain","Protein kinase domain",1,13,9,978,0.131935407173378,8.30614776323187,0.156052632140554
"YAF020","YNL212W","Pfam","PF08553","VID27 C-terminal WD40-like domain","Vacuolar import/degradation Vid27, C-terminal",1,13,1,986,0.0277902097902096,73.1499331016583,0.0777612209267397
"YAF020","YNL212W","Pfam","PF17747","VID27 PH-like domain","Vid27, PH-like domain",1,13,1,986,0.0277902097902096,73.1499331016583,0.0777612209267397
"YAF020","YNL212W","Pfam","PF17748","VID27 N-terminal region","Vid27, N-terminal",1,13,1,986,0.0277902097902096,73.1499331016583,0.0777612209267397
"YAF020","YPL146C","Pfam","PF07767","Nop53 (60S ribosomal biogenesis)","Ribosome biogenesis protein Nop53/GLTSCR2",1,13,1,986,0.0277902097902096,73.1499331016583,0.0777612209267397
"YAF020","YPR202W","Pfam","PF11603","Regulatory protein Sir1","Sir1, ORC-binding domain",1,13,1,986,0.0277902097902096,73.1499331016583,0.0777612209267397
"YAF020","YBR072W","PANTHER","PTHR11527","HEAT-SHOCK PROTEIN 20 FAMILY MEMBER","Small heat shock protein HSP20",1,12,1,984,0.0258953212342439,78.7820532989959,0.0777612209267397
"YAF020","YBR072W","PANTHER","PTHR11527:SF175","HEAT SHOCK PROTEIN 42","-",1,12,1,984,0.0258953212342439,78.7820532989959,0.0777612209267397
"YAF020","YCR057C","PANTHER","PTHR19858","WD40 REPEAT PROTEIN","Periodic tryptophan protein 2",1,12,1,984,0.0258953212342439,78.7820532989959,0.0777612209267397
"YAF020","YGR175C","PANTHER","PTHR10835","SQUALENE MONOOXYGENASE","Squalene monooxygenase",1,12,1,984,0.0258953212342439,78.7820532989959,0.0777612209267397
"YAF020","YGR175C","PANTHER","PTHR10835:SF0","SQUALENE MONOOXYGENASE","-",1,12,1,984,0.0258953212342439,78.7820532989959,0.0777612209267397
