"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF005","YDL007W;YOR117W","SMART","SM00382","AAA_5","AAA+ ATPase domain",2,21,19,210,0.593994830484301,1.05242535755065,0.607243324438302
"YAF005","YDL145C;YDL195W","SMART","SM00320","WD40_4","WD40 repeat",2,21,11,218,0.336478392134978,1.88155355644215,0.38716864341765
"YAF005","YDR194C;YER172C","SMART","SM00487","ultradead3","Helicase superfamily 1/2, ATP-binding domain",2,21,11,218,0.336478392134978,1.88155355644215,0.38716864341765
"YAF005","YDR194C;YER172C","SMART","SM00490","helicmild6","Helicase, C-terminal",2,21,11,218,0.336478392134978,1.88155355644215,0.38716864341765
"YAF005","YDR427W;YPR108W","SMART","SM00088","PINT_4","Proteasome component (PCI) domain",2,21,7,222,0.193538760975165,3.00042267567302,0.281450988442996
"YAF005","YDR427W;YPR108W","SMART","SM00753","motif in proteasome subunits, Int-6, Nip-1 and TRIP-15","-",2,21,7,222,0.193538760975165,3.00042267567302,0.281450988442996
"YAF005","YER172C","SMART","SM00973","Sec63_2","Sec63 domain",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YGL195W","SMART","SM01349","TOG_3","TOG domain",1,22,2,227,0.250482261430469,5.09835101023815,0.314344594373081
"YAF005","YGL207W","SMART","SM01285","FACT_Spt16_Nlob_2","FACT complex subunit Spt16, N-terminal lobe domain",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YGL207W","SMART","SM01286","SPT16_2","FACT complex subunit Spt16 domain",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YGL207W","SMART","SM01287","Rtt106_2","Domain of unknown function DUF1747",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YGR103W","SMART","SM00292","BRCT_7","BRCT domain",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YGR253C","SMART","SM00948","Proteasome_A_N_2","Proteasome alpha-subunit, N-terminal domain",1,22,6,223,0.492609109319434,1.68509705316587,0.523323346351342
"YAF005","YHR165C","SMART","SM00232","pad1_6","JAB1/MPN/MOV34 metalloenzyme domain",1,22,2,227,0.250482261430469,5.09835101023815,0.314344594373081
"YAF005","YIR005W","SMART","SM00360","rrm1_1","RNA recognition motif domain",1,22,10,219,0.658825032013078,0.995472478326204,0.661812900638988
"YAF005","YJL052W","SMART","SM00846","gp_dh_n_7","Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain",1,22,3,226,0.319714823627654,3.39773565981494,0.374539764661126
"YAF005","YKL173W","SMART","SM00838","EFG_C_a","Elongation factor EFG, domain V-like",1,22,2,227,0.250482261430469,5.09835101023815,0.314344594373081
"YAF005","YKL173W","SMART","SM00889","EFG_IV_2","Translation elongation factor EFG/EF2, domain IV",1,22,2,227,0.250482261430469,5.09835101023815,0.314344594373081
"YAF005","YKL210W","SMART","SM00985","UBA_e1_C_a_2","Ubiquitin-activating enzyme E1, C-terminal",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YLL036C","SMART","SM00504","Ubox_2","U box domain",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YLR016C","SMART","SM00240","FHA_2","Forkhead-associated (FHA) domain",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YMR079W","SMART","SM00516","sec14_4","CRAL-TRIO lipid binding domain",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YMR079W","SMART","SM01100","CRAL_TRIO_N_2","CRAL/TRIO, N-terminal domain",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YOR027W","SMART","SM00028","tpr_5","Tetratricopeptide repeat",1,22,4,225,0.382805787565412,2.54322492591761,0.42932395921893
"YAF005","YOR027W","SMART","SM00727","CBM","Heat shock chaperonin-binding",1,22,1,228,0.174539935496111,10.1580881401297,0.281450988442996
"YAF005","YOR116C","SMART","SM00663","rpolaneu7","RNA polymerase, N-terminal",1,22,3,226,0.319714823627654,3.39773565981494,0.374539764661126
"YAF005","YOR136W","SMART","SM01329","Iso_dh_2","Isopropylmalate dehydrogenase-like domain",1,22,5,224,0.440277313419645,2.02884348200643,0.474556812274703
"YAF005","YDL195W;YDR227W;YDR427W;YER172C;YFL022C;YGL195W;YGL207W;YGR103W;YHR165C;YJL076W;YKL103C;YMR288W;YOR027W;YOR117W;YPR108W","Coils","Coil","Coil","-",15,0,168,0,1,0,1
"YAF005","YDL145C;YDL195W","ProSiteProfiles","PS50082","Trp-Asp (WD) repeats profile.","WD40 repeat",2,18,10,212,0.259870355902582,2.3442965135868,0.318243132564649
"YAF005","YDL145C;YDL195W","ProSiteProfiles","PS50294","Trp-Asp (WD) repeats circular profile.","WD40-repeat-containing domain",2,18,11,211,0.292406663403635,2.12254671783469,0.352000412738615
