"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF003","YBR249C","PANTHER","PTHR21225","PHOSPHO-2-DEHYDRO-3-DEOXYHEPTONATE ALDOLASE  DAHP SYNTHETASE","DHAP synthase, class 1",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YBR249C","PANTHER","PTHR21225:SF0","PHOSPHO-2-DEHYDRO-3-DEOXYHEPTONATE ALDOLASE, TYROSINE-INHIBITED","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YCL037C","PANTHER","PTHR22792","LUPUS LA PROTEIN-RELATED","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YCL037C","PANTHER","PTHR22792:SF76","LA-RELATED PROTEIN 1","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YCR093W","PANTHER","PTHR13162","CCR4-NOT TRANSCRIPTION COMPLEX","CCR4-NOT transcription complex subunit 1",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YCR093W","PANTHER","PTHR13162:SF8","CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 1","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDL145C","PANTHER","PTHR19876","COATOMER","-",1,17,2,488,0.102772507296774,14.1028256020209,0.170989021354955
"YAF003","YDL145C","PANTHER","PTHR19876:SF1","COATOMER SUBUNIT ALPHA","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDL147W","PANTHER","PTHR10855","26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 12/COP9 SIGNALOSOME COMPLEX SUBUNIT 4","26S Proteasome non-ATPase regulatory subunit 12/COP9 signalosome complex subunit 4",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDL147W","PANTHER","PTHR10855:SF1","26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 12","26S Proteasome non-ATPase regulatory subunit 12",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDL195W","PANTHER","PTHR13923","SEC31-RELATED PROTEIN","Protein transport protein SEC31-like",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDL195W","PANTHER","PTHR13923:SF11","SECRETORY 31, ISOFORM D","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDR025W","PANTHER","PTHR10744","40S RIBOSOMAL PROTEIN S11 FAMILY MEMBER","Ribosomal protein S17/S11",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDR025W","PANTHER","PTHR10744:SF9","40S RIBOSOMAL PROTEIN S11","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDR194C","PANTHER","PTHR24031","RNA HELICASE","-",1,17,3,487,0.134752893175305,9.42924697783026,0.198980907679423
"YAF003","YDR194C","PANTHER","PTHR24031:SF741","ATP-DEPENDENT RNA HELICASE MSS116, MITOCHONDRIAL","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDR212W","PANTHER","PTHR11353","CHAPERONIN","-",1,17,8,482,0.279145314895959,3.52834311702061,0.326703405581937
"YAF003","YDR212W","PANTHER","PTHR11353:SF84","T-COMPLEX PROTEIN 1 SUBUNIT ALPHA","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YDR382W","PANTHER","PTHR21141","60S ACIDIC RIBOSOMAL PROTEIN FAMILY MEMBER","-",1,17,2,488,0.102772507296774,14.1028256020209,0.170989021354955
"YAF003","YDR382W","PANTHER","PTHR21141:SF85","60S ACIDIC RIBOSOMAL PROTEIN P2-BETA","-",1,17,2,488,0.102772507296774,14.1028256020209,0.170989021354955
"YAF003","YIL076W","PANTHER","PTHR10805","COATOMER SUBUNIT EPSILON","Coatomer, epsilon subunit",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YIL076W","PANTHER","PTHR10805:SF0","COATOMER SUBUNIT EPSILON","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YJL052W","PANTHER","PTHR10836","GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE","Glyceraldehyde/Erythrose phosphate dehydrogenase family",1,17,3,487,0.134752893175305,9.42924697783026,0.198980907679423
"YAF003","YJL052W","PANTHER","PTHR10836:SF76","GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE-RELATED","-",1,17,3,487,0.134752893175305,9.42924697783026,0.198980907679423
"YAF003","YJL076W","PANTHER","PTHR28196","NUCLEOLAR PROTEIN NET1-RELATED","Dnt1/Tof2/Net1",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YJR101W","PANTHER","PTHR43595","37S RIBOSOMAL PROTEIN S26, MITOCHONDRIAL","-",1,17,2,488,0.102772507296774,14.1028256020209,0.170989021354955
"YAF003","YLL013C","PANTHER","PTHR12537","RNA BINDING PROTEIN PUMILIO-RELATED","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YLL013C","PANTHER","PTHR12537:SF12","MATERNAL PROTEIN PUMILIO","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YOL120C","PANTHER","PTHR10934","60S RIBOSOMAL PROTEIN L18","Ribosomal protein L18e",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YOL120C","PANTHER","PTHR10934:SF2","60S RIBOSOMAL PROTEIN L18","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YOR117W","PANTHER","PTHR23073","26S PROTEASOME REGULATORY SUBUNIT","-",1,17,4,486,0.165654575561901,7.07737295061463,0.231623211847614
"YAF003","YOR117W","PANTHER","PTHR23073:SF90","26S PROTEASOME REGULATORY SUBUNIT 6A","26S Proteasome regulatory subunit 6A",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YOR312C","PANTHER","PTHR10052","60S RIBOSOMAL PROTEIN L18A","50S ribosomal protein L18Ae/60S ribosomal protein L20 and L18a",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YOR312C","PANTHER","PTHR10052:SF1","60S RIBOSOMAL PROTEIN L18A","-",1,17,1,489,0.0696780505987047,27.9828809860777,0.141142717879427
"YAF003","YBR249C","Pfam","PF00793","DAHP synthetase I family","DAHP synthetase I/KDSA",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YCL037C","Pfam","PF05383","La domain","La-type HTH domain",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YCR093W","Pfam","PF04054","CCR4-Not complex component, Not1","CCR4-Not complex component, Not1, C-terminal",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YCR093W","Pfam","PF12842","Domain of unknown function (DUF3819)","CCR4-Not complex, Not1 subunit, domain of unknown function DUF3819",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YCR093W","Pfam","PF16415","CCR4-NOT transcription complex subunit 1 CAF1-binding domain","CCR4-NOT transcription complex subunit 1, CAF1-binding domain",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YCR093W","Pfam","PF16417","CCR4-NOT transcription complex subunit 1 TTP binding domain","CCR4-NOT transcription complex subunit 1, TTP binding domain",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YCR093W","Pfam","PF16418","CCR4-NOT transcription complex subunit 1 HEAT repeat","CCR4-NOT transcription complex subunit 1, HEAT repeat",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YCR093W","Pfam","PF16419","CCR4-NOT transcription complex subunit 1 HEAT repeat","CCR4-NOT transcription complex subunit 1, HEAT repeat 1",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YDL145C;YDL195W","Pfam","PF00400","WD domain, G-beta repeat","WD40 repeat",2,16,8,486,0.0444768962321528,7.52049115801851,0.141142717879427
"YAF003","YDL145C","Pfam","PF04053","Coatomer WD associated region","Coatomer, WD associated region",1,17,2,492,0.101996697651663,14.2182776313015,0.170989021354955
"YAF003","YDL145C","Pfam","PF06957","Coatomer (COPI) alpha subunit C-terminus","Coatomer, alpha subunit, C-terminal",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YDL147W","Pfam","PF01399","PCI domain","Proteasome component (PCI) domain",1,17,6,488,0.222779555127779,4.75377424509128,0.281593357681513
"YAF003","YDL147W","Pfam","PF18098","26S proteasome regulatory subunit RPN5 C-terminal domain","26S proteasome regulatory subunit RPN5, C-terminal domain",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YDL195W","Pfam","PF07304","Steroid receptor RNA activator (SRA1)","SRA1/Sec31",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YDL195W","Pfam","PF11549","Protein transport protein SEC31","Protein transport protein SEC31",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YDL195W","Pfam","PF12931","Sec23-binding domain of Sec16","Ancestral coatomer element 1, Sec16/Sec31",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YDR025W","Pfam","PF00366","Ribosomal protein S17","Ribosomal protein S17/S11",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YDR025W","Pfam","PF16205","Ribosomal_S17 N-terminal","40S ribosomal protein S11, N-terminal",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YDR194C","Pfam","PF00270","DEAD/DEAH box helicase","DEAD/DEAH box helicase domain",1,17,10,484,0.328102646920695,2.83768958970541,0.360001515371318
"YAF003","YDR194C","Pfam","PF00271","Helicase conserved C-terminal domain","Helicase, C-terminal",1,17,10,484,0.328102646920695,2.83768958970541,0.360001515371318
"YAF003","YDR212W","Pfam","PF00118","TCP-1/cpn60 chaperonin family","Chaperonin Cpn60/TCP-1 family",1,17,9,485,0.303114728830969,3.15781500765845,0.339660476278674
"YAF003","YDR382W","Pfam","PF00428","60s Acidic ribosomal protein","-",1,17,4,490,0.164446983772465,7.13541924445633,0.231623211847614
"YAF003","YIL076W","Pfam","PF04733","Coatomer epsilon subunit","-",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YJL052W","Pfam","PF00044","Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain","Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain",1,17,3,491,0.133753199502882,9.50655963687046,0.198980907679423
"YAF003","YJL052W","Pfam","PF02800","Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain","Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain",1,17,3,491,0.133753199502882,9.50655963687046,0.198980907679423
"YAF003","YJL076W","Pfam","PF10407","Cdc14 phosphatase binding protein N-terminus","Nucleolar protein Dnt1-like, N-terminal",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YJR101W","Pfam","PF02777","Iron/manganese superoxide dismutases, C-terminal domain","Manganese/iron superoxide dismutase, C-terminal",1,17,3,491,0.133753199502882,9.50655963687046,0.198980907679423
"YAF003","YLL013C","Pfam","PF00806","Pumilio-family RNA binding repeat","Pumilio RNA-binding repeat",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YOL120C","Pfam","PF17135","Ribosomal protein 60S L18 and 50S L18e","Ribosomal protein L18e/L15P",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YOR117W","Pfam","PF00004","ATPase family associated with various cellular activities (AAA)","ATPase, AAA-type, core",1,17,9,485,0.303114728830969,3.15781500765845,0.339660476278674
"YAF003","YOR117W","Pfam","PF16450","Proteasomal ATPase OB C-terminal domain","Proteasomal ATPase OB C-terminal domain",1,17,3,491,0.133753199502882,9.50655963687046,0.198980907679423
"YAF003","YOR117W","Pfam","PF17862","AAA+ lid domain","AAA ATPase, AAA+ lid domain",1,17,6,488,0.222779555127779,4.75377424509128,0.281593357681513
"YAF003","YOR312C","Pfam","PF01775","Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A","Ribosomal protein 50S-L18Ae/60S-L20/60S-L18A",1,17,1,493,0.069142918297456,28.2167907110938,0.141142717879427
"YAF003","YBR249C","SUPERFAMILY","SSF51569","Aldolase","-",1,13,5,443,0.169438096383389,6.7455585133929,0.232793210683266
"YAF003","YCL037C;YDL147W","SUPERFAMILY","SSF46785","Winged helix DNA-binding domain","Winged helix DNA-binding domain superfamily",2,12,11,437,0.0549902259062077,6.55838581104777,0.141142717879427
