"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF023","YBL004W","SUPERFAMILY","SSF48371","ARM repeat","Armadillo-type fold",1,28,29,496,0.80948336092031,0.611293248919012,0.816372581013249
"YAF023","YBR072W","SUPERFAMILY","SSF49764","HSP20-like chaperones","HSP20-like chaperone",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YCR035C;YDL111C;YDR280W;YGR095C;YGR158C;YGR195W","SUPERFAMILY","SSF54211","Ribosomal protein S5 domain 2-like","Ribosomal protein S5 domain 2-type fold",6,23,13,512,0.000204371789172699,10.1673389132444,0.0161453713446432
"YAF023","YDR227W","SUPERFAMILY","SSF90242","Dimerization motif of sir4","-",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YDR280W;YGR095C;YGR195W","SUPERFAMILY","SSF55666","Ribonuclease PH domain 2-like","Exoribonuclease, PH domain 2 superfamily",3,26,3,522,0.00232744589241181,19.7371717042092,0.093342839667074
"YAF023","YER004W;YJL052W;YJR009C;YLR355C","SUPERFAMILY","SSF51735","NAD(P)-binding Rossmann-fold domains","NAD(P)-binding domain superfamily",4,25,21,504,0.0356079474302602,3.82432751801419,0.154329939549788
"YAF023","YHR069C","SUPERFAMILY","SSF110324","Ribosomal L27 protein-like","-",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YHR069C;YNL232W;YOL021C;YOL142W","SUPERFAMILY","SSF50249","Nucleic acid-binding proteins","Nucleic acid-binding, OB-fold",4,25,16,509,0.0163984979323222,5.06083022427374,0.154329939549788
"YAF023","YHR069C;YOL142W","SUPERFAMILY","SSF54791","Eukaryotic type KH-domain (KH-domain type I)","K Homology domain, type 1 superfamily",2,27,4,521,0.0348398784256567,9.54734671584844,0.154329939549788
"YAF023","YJL050W;YMR128W;YOR076C","SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases","P-loop containing nucleoside triphosphate hydrolase",3,26,72,453,0.779471540806231,0.726340468654536,0.792853026485308
"YAF023","YJL050W","SUPERFAMILY","SSF56821","Prismane protein-like","Prismane-like superfamily",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YJL052W;YJR009C","SUPERFAMILY","SSF55347","Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain","-",2,27,7,518,0.0758139056043094,5.44675927909116,0.154329939549788
"YAF023","YKL056C","SUPERFAMILY","SSF51316","Mss4-like","Mss4-like superfamily",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YKL103C","SUPERFAMILY","SSF101821","Aminopeptidase/glucanase lid domain","-",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YKL103C","SUPERFAMILY","SSF53187","Zn-dependent exopeptidases","-",1,28,3,522,0.193995976731256,6.16901327513811,0.228338914336994
"YAF023","YLR129W","SUPERFAMILY","SSF117289","Nucleoporin domain","-",1,28,2,523,0.149217975438548,9.24332849025717,0.188727034435455
"YAF023","YLR129W","SUPERFAMILY","SSF50978","WD40 repeat-like","WD40-repeat-containing domain superfamily",1,28,26,499,0.774149442843922,0.685866612519836,0.790833698077627
"YAF023","YLR186W","SUPERFAMILY","SSF75217","alpha/beta knot","Alpha/beta knot methyltransferases",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YLR216C;YPR189W","SUPERFAMILY","SSF48452","TPR-like","Tetratricopeptide-like helical domain superfamily",2,27,10,515,0.126145069988359,3.79890919350928,0.176901666196693
"YAF023","YLR216C","SUPERFAMILY","SSF50891","Cyclophilin-like","Cyclophilin-like domain superfamily",1,28,2,523,0.149217975438548,9.24332849025717,0.188727034435455
"YAF023","YLR355C","SUPERFAMILY","SSF48179","6-phosphogluconate dehydrogenase C-terminal domain-like","6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily",1,28,4,521,0.236494370685426,4.62649331625998,0.265635857120597
"YAF023","YML004C","SUPERFAMILY","SSF54593","Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase","Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase",1,28,2,523,0.149217975438548,9.24332849025717,0.188727034435455
"YAF023","YMR314W","SUPERFAMILY","SSF56235","N-terminal nucleophile aminohydrolases (Ntn hydrolases)","Nucleophile aminohydrolases, N-terminal",1,28,9,516,0.418535004424124,2.04400166027337,0.440856871326744
"YAF023","YOL021C","SUPERFAMILY","SSF88723","PIN domain-like","PIN-like domain superfamily",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YOR001W","SUPERFAMILY","SSF47819","HRDC-like","HRDC-like superfamily",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YOR001W","SUPERFAMILY","SSF53098","Ribonuclease H-like","Ribonuclease H-like superfamily",1,28,5,520,0.27682526913738,3.69843477108748,0.305151575746786
"YAF023","YPR189W","SUPERFAMILY","SSF48439","Protein prenylyltransferase","-",1,28,1,524,0.102042681533611,18.4006483199505,0.154329939549788
"YAF023","YPR189W","SUPERFAMILY","SSF81901","HCP-like","-",1,28,2,523,0.149217975438548,9.24332849025717,0.188727034435455
"YAF023","YJL052W;YJR009C","TIGRFAM","TIGR01534","GAPDH-I: glyceraldehyde-3-phosphate dehydrogenase, type I","Glyceraldehyde-3-phosphate dehydrogenase, type I",2,2,3,152,0.00465557574382433,44.8023333701059,0.137921431410796
"YAF023","YLR355C","TIGRFAM","TIGR00465","ilvC: ketol-acid reductoisomerase","Ketol-acid reductoisomerase",1,3,1,154,0.0498367964334049,44.600388395777,0.154329939549788
"YAF023","YML004C","TIGRFAM","TIGR00068","glyox_I: lactoylglutathione lyase","Glyoxalase I",1,3,1,154,0.0498367964334049,44.600388395777,0.154329939549788
"YAF023","YBR072W","ProSiteProfiles","PS01031","Small heat shock protein (sHSP) domain profile.","Alpha crystallin/Hsp20 domain",1,12,1,253,0.0951817746613727,20.2962284852155,0.154329939549788
"YAF023","YJL050W;YMR128W","ProSiteProfiles","PS51192","Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.","Helicase superfamily 1/2, ATP-binding domain",2,11,17,237,0.234026795146287,2.52221726197567,0.264115954522238
"YAF023","YJL050W;YMR128W","ProSiteProfiles","PS51194","Superfamilies 1 and 2 helicase C-terminal domain profile.","Helicase, C-terminal",2,11,17,237,0.234026795146287,2.52221726197567,0.264115954522238
"YAF023","YKL056C","ProSiteProfiles","PS51797","Translationally controlled tumor protein (TCTP) domain profile.","Translationally controlled tumour protein (TCTP) domain",1,12,1,253,0.0951817746613727,20.2962284852155,0.154329939549788
"YAF023","YLR129W","ProSiteProfiles","PS50082","Trp-Asp (WD) repeats profile.","WD40 repeat",1,12,22,232,0.698660370652871,0.879174114580918,0.726239069494432
"YAF023","YLR129W","ProSiteProfiles","PS50294","Trp-Asp (WD) repeats circular profile.","WD40-repeat-containing domain",1,12,24,230,0.729977492626106,0.799237686631354,0.74893794698003
"YAF023","YLR216C;YPR189W","ProSiteProfiles","PS50005","TPR repeat profile.","Tetratricopeptide repeat",2,11,5,249,0.0400970904107622,8.87186330021082,0.154329939549788
"YAF023","YLR216C","ProSiteProfiles","PS50072","Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.","Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain",1,12,2,252,0.139569083828928,10.2526802322005,0.188727034435455
"YAF023","YLR216C;YPR189W","ProSiteProfiles","PS50293","TPR repeat region circular profile.","Tetratricopeptide repeat-containing domain",2,11,5,249,0.0400970904107622,8.87186330021082,0.154329939549788
