"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF044","YDL061C","ProSitePatterns","PS00527","Ribosomal protein S14 signature.","Ribosomal protein S14, conserved site",1,6,1,129,0.0999355946758264,19.9821499554991,0.153027322119582
"YAF044","YDR375C","ProSitePatterns","PS00674","AAA-protein family signature.","ATPase, AAA-type, conserved site",1,6,1,129,0.0999355946758264,19.9821499554991,0.153027322119582
"YAF044","YER013W","ProSitePatterns","PS00690","DEAH-box subfamily ATP-dependent helicases signature.","DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site",1,6,1,129,0.0999355946758264,19.9821499554991,0.153027322119582
"YAF044","YGR180C","ProSitePatterns","PS00368","Ribonucleotide reductase small subunit signature.","Ribonucleotide reductase small subunit, acitve site",1,6,1,129,0.0999355946758264,19.9821499554991,0.153027322119582
"YAF044","YKL216W","ProSitePatterns","PS00911","Dihydroorotate dehydrogenase signature 1.","Dihydroorotate dehydrogenase, conserved site",1,6,1,129,0.0999355946758264,19.9821499554991,0.153027322119582
"YAF044","YKL216W","ProSitePatterns","PS00912","Dihydroorotate dehydrogenase signature 2.","Dihydroorotate dehydrogenase, conserved site",1,6,1,129,0.0999355946758264,19.9821499554991,0.153027322119582
"YAF044","YNL112W","ProSitePatterns","PS00039","DEAD-box subfamily ATP-dependent helicases signature.","ATP-dependent RNA helicase DEAD-box, conserved site",1,6,2,128,0.146605600877821,10.1929341134003,0.165645289303512
"YAF044","YPL061W","ProSitePatterns","PS00687","Aldehyde dehydrogenases glutamic acid active site.","Aldehyde dehydrogenase, glutamic acid active site",1,6,1,129,0.0999355946758264,19.9821499554991,0.153027322119582
"YAF044","YDL061C","Gene3D","G3DSA:4.10.830.10","30s Ribosomal Protein S14; Chain N","Ribosomal protein S14/S29",1,9,1,158,0.115173288250211,16.7067809287114,0.153027322119582
"YAF044","YDR033W","Gene3D","G3DSA:1.20.1070.10","-","-",1,9,1,158,0.115173288250211,16.7067809287114,0.153027322119582
"YAF044","YDR347W","Gene3D","G3DSA:2.40.500.20","-","Manganese/iron superoxide dismutase, C-terminal domain superfamily",1,9,1,158,0.115173288250211,16.7067809287114,0.153027322119582
"YAF044","YDR375C;YER013W;YNL112W","Gene3D","G3DSA:3.40.50.300","-","-",3,7,12,147,0.0467272765072398,5.16101302657808,0.153027322119582
"YAF044","YER013W","Gene3D","G3DSA:1.20.120.1080","-","-",1,9,1,158,0.115173288250211,16.7067809287114,0.153027322119582
"YAF044","YER013W","Gene3D","G3DSA:2.40.50.140","-","-",1,9,5,154,0.310423356365999,3.38145826591064,0.321509904807642
"YAF044","YGR180C","Gene3D","G3DSA:1.10.620.20","Ribonucleotide Reductase","Ribonucleotide reductase-like",1,9,1,158,0.115173288250211,16.7067809287114,0.153027322119582
"YAF044","YKL216W","Gene3D","G3DSA:2.30.26.10","Dihydroorotate Dehydrogenase A","Dihydroorotate dehydrogenase A, chain A, domain 2",1,9,1,158,0.115173288250211,16.7067809287114,0.153027322119582
"YAF044","YKL216W","Gene3D","G3DSA:3.20.20.70","Aldolase class I","Aldolase-type TIM barrel",1,9,5,154,0.310423356365999,3.38145826591064,0.321509904807642
"YAF044","YPL037C","Gene3D","G3DSA:2.20.70.30","-","NAC A/B domain superfamily",1,9,1,158,0.115173288250211,16.7067809287114,0.153027322119582
"YAF044","YPL061W","Gene3D","G3DSA:3.40.309.10","Aldehyde Dehydrogenase; Chain A","Aldehyde dehydrogenase, C-terminal",1,9,1,158,0.115173288250211,16.7067809287114,0.153027322119582
"YAF044","YPL061W","Gene3D","G3DSA:3.40.605.10","Aldehyde Dehydrogenase; Chain A","Aldehyde dehydrogenase, N-terminal",1,9,1,158,0.115173288250211,16.7067809287114,0.153027322119582
"YAF044","YDL061C","Pfam","PF00253","Ribosomal protein S14p/S29e","Ribosomal protein S14",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
"YAF044","YDR033W","Pfam","PF01036","Bacteriorhodopsin-like protein","Archaeal/bacterial/fungal rhodopsins",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
"YAF044","YDR347W","Pfam","PF02777","Iron/manganese superoxide dismutases, C-terminal domain","Manganese/iron superoxide dismutase, C-terminal",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
"YAF044","YDR375C","Pfam","PF00004","ATPase family associated with various cellular activities (AAA)","ATPase, AAA-type, core",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
"YAF044","YDR375C","Pfam","PF08740","BCS1 N terminal","BCS1, N-terminal",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
"YAF044","YER013W;YNL112W","Pfam","PF00271","Helicase conserved C-terminal domain","Helicase, C-terminal",2,8,3,168,0.025227266930806,13.4467632866648,0.153027322119582
"YAF044","YER013W","Pfam","PF00575","S1 RNA binding domain","S1 domain",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
"YAF044","YER013W","Pfam","PF04408","Helicase associated domain (HA2)","Helicase-associated domain",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
"YAF044","YER013W","Pfam","PF07717","Oligonucleotide/oligosaccharide-binding (OB)-fold","Domain of unknown function DUF1605",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
"YAF044","YGR180C","Pfam","PF00268","Ribonucleotide reductase, small chain","Ribonucleotide reductase small subunit family",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
"YAF044","YKL216W","Pfam","PF01180","Dihydroorotate dehydrogenase","Dihydroorotate dehydrogenase domain",1,9,1,170,0.107734806629834,17.9687035429159,0.153027322119582
