"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF017","YBR149W","PIRSF","PIRSF000097","AKR","Aldo-keto reductase",1,6,4,212,0.148657053991606,8.60534789763615,0.217725805310894
"YAF017","YDL175C","PIRSF","PIRSF018162","TRAMP_AIR","Poly(A) polymerase complex subunit Air1/2, budding yeast",1,6,1,215,0.0619318870439947,33.2274668590652,0.186325587877916
"YAF017","YER172C","PIRSF","PIRSF039073","BRR2","-",1,6,2,214,0.0916444517077597,17.0091915763944,0.186325587877916
"YAF017","YFL018C","PIRSF","PIRSF000350","Hg-II_reductase_MerA","Pyridine nucleotide-disulphide oxidoreductase, class I",1,6,2,214,0.0916444517077597,17.0091915763944,0.186325587877916
"YAF017","YHR216W","PIRSF","PIRSF000130","IMPDH","Inosine-5'-monophosphate dehydrogenase",1,6,3,213,0.120546673698877,11.4343484159348,0.201891177089175
"YAF017","YML074C","PIRSF","PIRSF001473","FK506-bp_FPR3","Peptidyl-prolyl cis-trans isomerase Fpr3/Fpr4-like",1,6,2,214,0.0916444517077597,17.0091915763944,0.186325587877916
"YAF017","YNL189W","PIRSF","PIRSF005673","Importin_alpha","Importin subunit alpha",1,6,1,215,0.0619318870439947,33.2274668590652,0.186325587877916
"YAF017","YBR055C;YLR117C","ProSiteProfiles","PS50293","TPR repeat region circular profile.","Tetratricopeptide repeat-containing domain",2,25,11,436,0.165519700404258,3.15844003002012,0.227313721888514
"YAF017","YBR119W;YDL209C;YHR086W;YIL061C;YNL251C;YPL178W;YPL190C","ProSiteProfiles","PS50102","Eukaryotic RNA Recognition Motif (RRM) profile.","RNA recognition motif domain",7,20,29,418,0.002353746842196,5.0144893097951,0.106154780837399
"YAF017","YDL175C","ProSiteProfiles","PS50158","Zinc finger CCHC-type profile.","Zinc finger, CCHC-type",1,26,3,444,0.209716390482653,5.64861360705118,0.251339572900787
"YAF017","YDL209C","ProSiteProfiles","PS50103","Zinc finger C3H1-type profile.","Zinc finger, CCCH-type",1,26,1,446,0.110792945647229,16.8514118197441,0.186654527722437
"YAF017","YDR423C","ProSiteProfiles","PS50217","Basic-leucine zipper (bZIP) domain profile.","Basic-leucine zipper domain",1,26,1,446,0.110792945647229,16.8514118197441,0.186654527722437
"YAF017","YER172C","ProSiteProfiles","PS51192","Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.","Helicase superfamily 1/2, ATP-binding domain",1,26,22,425,0.748987405102362,0.74345080993109,0.773390503514218
"YAF017","YER172C","ProSiteProfiles","PS51194","Superfamilies 1 and 2 helicase C-terminal domain profile.","Helicase, C-terminal",1,26,22,425,0.748987405102362,0.74345080993109,0.773390503514218
"YAF017","YGR091W","ProSiteProfiles","PS51358","Nop domain profile.","Nop domain",1,26,3,444,0.209716390482653,5.64861360705118,0.251339572900787
"YAF017","YGR278W","ProSiteProfiles","PS51366","MI domain profile.","Initiation factor eIF-4 gamma, MA3",1,26,1,446,0.110792945647229,16.8514118197441,0.186654527722437
"YAF017","YHR165C","ProSiteProfiles","PS50249","MPN domain profile.","MPN domain",1,26,3,444,0.209716390482653,5.64861360705118,0.251339572900787
"YAF017","YHR216W","ProSiteProfiles","PS51371","CBS domain profile.","CBS domain",1,26,4,443,0.255115661667692,4.235446562676,0.289552762003
"YAF017","YJL203W","ProSiteProfiles","PS50128","SURP motif repeat profile.","SWAP/Surp",1,26,1,446,0.110792945647229,16.8514118197441,0.186654527722437
"YAF017","YKL012W","ProSiteProfiles","PS50020","WW/rsp5/WWP domain profile.","WW domain",1,26,2,445,0.161658603417409,8.46475547891077,0.225565309305124
"YAF017","YKL012W","ProSiteProfiles","PS51676","FF domain profile.","FF domain",1,26,1,446,0.110792945647229,16.8514118197441,0.186654527722437
"YAF017","YKL173W","ProSiteProfiles","PS51722","Translational (tr)-type guanine nucleotide-binding (G) domain profile.","Translational (tr)-type GTP-binding domain",1,26,9,438,0.446947241069644,1.86864141845616,0.475819801862256
"YAF017","YLL036C","ProSiteProfiles","PS51698","U-box domain profile.","U box domain",1,26,1,446,0.110792945647229,16.8514118197441,0.186654527722437
"YAF017","YLR298C","ProSiteProfiles","PS50171","Zinc finger matrin-type profile.","Matrin/U1-C, C2H2-type zinc finger",1,26,2,445,0.161658603417409,8.46475547891077,0.225565309305124
