"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF033","YDL084W;YGL078C","SMART","SM00487","ultradead3","Helicase superfamily 1/2, ATP-binding domain",2,8,6,112,0.119575464167335,4.57185898047606,0.169151657725999
"YAF033","YDL084W;YGL078C","SMART","SM00490","helicmild6","Helicase, C-terminal",2,8,6,112,0.119575464167335,4.57185898047606,0.169151657725999
"YAF033","YDR099W","SMART","SM00101","1433_4","14-3-3 domain",1,9,1,117,0.150713582677165,12.3855892943666,0.173180203697364
"YAF033","YDR214W","SMART","SM01000","Aha1_N_2","Activator of Hsp90 ATPase, N-terminal",1,9,1,117,0.150713582677165,12.3855892943666,0.173180203697364
"YAF033","YDR375C","SMART","SM00382","AAA_5","AAA+ ATPase domain",1,9,9,109,0.570391639720791,1.34221143355354,0.576625428133041
"YAF033","YDR375C","SMART","SM01024","BCS1_N_2","BCS1, N-terminal",1,9,1,117,0.150713582677165,12.3855892943666,0.173180203697364
"YAF033","YEL034W","SMART","SM01376","eIF_5a_2","Translation elongation factor, IF5A C-terminal",1,9,1,117,0.150713582677165,12.3855892943666,0.173180203697364
"YAF033","YER117W","SMART","SM01374","Ribosomal_L14_2","Ribosomal protein L14P",1,9,1,117,0.150713582677165,12.3855892943666,0.173180203697364
"YAF033","YKL182W","SMART","SM00827","Acyl transferase domain in polyketide synthase (PKS) enzymes.","Acyl transferase",1,9,1,117,0.150713582677165,12.3855892943666,0.173180203697364
"YAF033","YKL196C","SMART","SM01270","Longin_2","Longin domain",1,9,1,117,0.150713582677165,12.3855892943666,0.173180203697364
"YAF033","YMR229C","SMART","SM00316","S1_6","RNA-binding domain, S1",1,9,1,117,0.150713582677165,12.3855892943666,0.173180203697364
"YAF033","YMR229C","SMART","SM00386","hat_new_1","HAT (Half-A-TPR) repeat",1,9,1,117,0.150713582677165,12.3855892943666,0.173180203697364
"YAF033","YBR011C","SUPERFAMILY","SSF50324","Inorganic pyrophosphatase","Inorganic pyrophosphatase superfamily",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YBR072W","SUPERFAMILY","SSF49764","HSP20-like chaperones","HSP20-like chaperone",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YDL084W;YDR375C;YGL078C","SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases","P-loop containing nucleoside triphosphate hydrolase",3,13,29,227,0.286956376133418,1.8015732831165,0.30163028173115
"YAF033","YDR099W","SUPERFAMILY","SSF48445","14-3-3 protein","14-3-3 domain superfamily",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YDR214W","SUPERFAMILY","SSF103111","Activator of Hsp90 ATPase, Aha1","Activator of Hsp90 ATPase, Aha1",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YDR214W","SUPERFAMILY","SSF55961","Bet v1-like","-",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YEL034W","SUPERFAMILY","SSF50104","Translation proteins SH3-like domain","Translation protein SH3-like domain superfamily",1,15,8,248,0.425396918782624,2.05923708636939,0.434466491162165
"YAF033","YEL034W;YMR229C","SUPERFAMILY","SSF50249","Nucleic acid-binding proteins","Nucleic acid-binding, OB-fold",2,14,9,247,0.130798804638029,3.8871936438938,0.169151657725999
"YAF033","YER117W","SUPERFAMILY","SSF50193","Ribosomal protein L14","Ribosomal protein L14 superfamily",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YGL245W","SUPERFAMILY","SSF47616","GST C-terminal domain-like","Glutathione S-transferase, C-terminal domain superfamily",1,15,5,251,0.307358751426131,3.32205721387269,0.32120974462386
"YAF033","YGL245W","SUPERFAMILY","SSF50715","Ribosomal protein L25-like","Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain superfamily",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YGL245W","SUPERFAMILY","SSF52374","Nucleotidylyl transferase","-",1,15,4,252,0.263206321238155,4.15982218974349,0.27984580131643
"YAF033","YHR208W","SUPERFAMILY","SSF56752","D-aminoacid aminotransferase-like PLP-dependent enzymes","Aminotransferase-like, PLP-dependent enzymes",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YIL070C","SUPERFAMILY","SSF54529","Mitochondrial glycoprotein MAM33-like","Mitochondrial glycoprotein superfamily",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YKL182W","SUPERFAMILY","SSF52151","FabD/lysophospholipase-like","Acyl transferase/acyl hydrolase/lysophospholipase",1,15,2,254,0.166871668716687,8.31027285595217,0.188239382393824
"YAF033","YKL182W","SUPERFAMILY","SSF54637","Thioesterase/thiol ester dehydrase-isomerase","HotDog domain superfamily",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YKL196C","SUPERFAMILY","SSF58038","SNARE fusion complex","-",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YKL196C","SUPERFAMILY","SSF64356","SNARE-like","Longin-like domain superfamily",1,15,2,254,0.166871668716687,8.31027285595217,0.188239382393824
"YAF033","YLR449W","SUPERFAMILY","SSF54534","FKBP-like","-",1,15,1,255,0.114391143911439,16.4921119681729,0.169151657725999
"YAF033","YMR229C","SUPERFAMILY","SSF48452","TPR-like","Tetratricopeptide-like helical domain superfamily",1,15,3,253,0.216425770205657,5.54967826797442,0.238354741538094
"YAF033","YBR011C","Pfam","PF00719","Inorganic pyrophosphatase","Inorganic pyrophosphatase",1,17,1,292,0.112581682398091,16.7205881397146,0.169151657725999
"YAF033","YBR072W","Pfam","PF00011","Hsp20/alpha crystallin family","Alpha crystallin/Hsp20 domain",1,17,1,292,0.112581682398091,16.7205881397146,0.169151657725999
"YAF033","YDL084W;YGL078C","Pfam","PF00270","DEAD/DEAH box helicase","DEAD/DEAH box helicase domain",2,16,6,287,0.0720648248035089,5.90861329841111,0.169151657725999
"YAF033","YDL084W;YGL078C","Pfam","PF00271","Helicase conserved C-terminal domain","Helicase, C-terminal",2,16,6,287,0.0720648248035089,5.90861329841111,0.169151657725999
"YAF033","YDL130W","Pfam","PF00428","60s Acidic ribosomal protein","-",1,17,4,289,0.259253433396951,4.21373786255442,0.27723633051119
"YAF033","YDR099W","Pfam","PF00244","14-3-3 protein","14-3-3 domain",1,17,1,292,0.112581682398091,16.7205881397146,0.169151657725999
"YAF033","YDR214W","Pfam","PF08327","Activator of Hsp90 ATPase homolog 1-like protein","Activator of Hsp90 ATPase homologue 1-like",1,17,1,292,0.112581682398091,16.7205881397146,0.169151657725999
"YAF033","YDR214W","Pfam","PF09229","Activator of Hsp90 ATPase, N-terminal","Activator of Hsp90 ATPase, N-terminal",1,17,1,292,0.112581682398091,16.7205881397146,0.169151657725999
