"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF002","YBR011C","Pfam","PF00719","Inorganic pyrophosphatase","Inorganic pyrophosphatase",1,29,1,598,0.0931870424189645,20.291067772351,0.193235319749871
"YAF002","YBR084W","Pfam","PF00763","Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain","Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",1,29,2,597,0.136575222207531,10.1892603054968,0.193235319749871
"YAF002","YBR084W","Pfam","PF01268","Formate--tetrahydrofolate ligase","Formate-tetrahydrofolate ligase, FTHFS",1,29,2,597,0.136575222207531,10.1892603054968,0.193235319749871
"YAF002","YBR084W","Pfam","PF02882","Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain","Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",1,29,2,597,0.136575222207531,10.1892603054968,0.193235319749871
"YAF002","YCL050C","Pfam","PF09830","ATP adenylyltransferase","ATP adenylyltransferase, C-terminal",1,29,1,598,0.0931870424189645,20.291067772351,0.193235319749871
"YAF002","YCR012W","Pfam","PF00162","Phosphoglycerate kinase","Phosphoglycerate kinase",1,29,1,598,0.0931870424189645,20.291067772351,0.193235319749871
"YAF002","YCR053W","Pfam","PF00291","Pyridoxal-phosphate dependent enzyme","Pyridoxal-phosphate dependent enzyme",1,29,5,594,0.255036083180738,4.07941074659668,0.289174771480522
"YAF002","YCR053W","Pfam","PF14821","Threonine synthase N terminus","Threonine synthase, N-terminal",1,29,1,598,0.0931870424189645,20.291067772351,0.193235319749871
"YAF002","YDR023W","Pfam","PF00587","tRNA synthetase class II core domain (G, H, P, S and T)","Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)",1,29,3,596,0.177953406446786,6.80256699076245,0.211779260564771
"YAF002","YDR023W","Pfam","PF02403","Seryl-tRNA synthetase N-terminal domain","Serine-tRNA synthetase, type1, N-terminal",1,29,1,598,0.0931870424189645,20.291067772351,0.193235319749871
"YAF002","YDR050C","Pfam","PF00121","Triosephosphate isomerase","Triosephosphate isomerase",1,29,1,598,0.0931870424189645,20.291067772351,0.193235319749871
"YAF002","YDR194C;YLR419W;YMR128W","Pfam","PF00270","DEAD/DEAH box helicase","DEAD/DEAH box helicase domain",3,27,16,583,0.0565633391720095,4.03248485308932,0.193235319749871
"YAF002","YDR194C;YLR419W;YMR128W","Pfam","PF00271","Helicase conserved C-terminal domain","Helicase, C-terminal",3,27,18,581,0.0727894356327268,3.57380875818963,0.193235319749871
