"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF029","YAL012W;YLR058C","Gene3D","G3DSA:3.40.640.10","-","Pyridoxal phosphate-dependent transferase, major domain",2,68,9,422,0.46935719292446,1.37809640740127,0.523983757491473
"YAF029","YAL012W;YLR058C","Gene3D","G3DSA:3.90.1150.10","Aspartate Aminotransferase","Pyridoxal phosphate-dependent transferase domain 1",2,68,7,424,0.365089268200213,1.77902286814178,0.444909010720246
"YAF029","YAL038W","Gene3D","G3DSA:2.40.33.10","-","Pyruvate kinase, insert domain superfamily",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YAL038W","Gene3D","G3DSA:3.20.20.60","-","Pyruvate kinase-like domain superfamily",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YAL038W","Gene3D","G3DSA:3.40.1380.20","-","Pyruvate kinase, C-terminal domain superfamily",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YAR015W","Gene3D","G3DSA:3.30.200.20","Phosphorylase Kinase; domain 1","-",1,69,2,429,0.363944895779583,3.09863643265018,0.444909010720246
"YAF029","YAR015W","Gene3D","G3DSA:3.30.470.20","-","-",1,69,6,425,0.653668249198194,1.02651903348275,0.691617059021021
"YAF029","YBL076C;YGR094W","Gene3D","G3DSA:1.10.730.10","-","-",2,68,5,426,0.254368112979642,2.49969052576214,0.444909010720246
"YAF029","YBL076C;YGL245W;YGR094W","Gene3D","G3DSA:3.40.50.620","HUPs","Rossmann-like alpha/beta/alpha sandwich fold",3,67,12,419,0.350561170281143,1.56181377643592,0.444909010720246
"YAF029","YBL076C;YGR094W","Gene3D","G3DSA:3.90.740.10","-","Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain",2,68,3,428,0.145378531271464,4.17804295934045,0.444909010720246
"YAF029","YBL099W","Gene3D","G3DSA:1.20.150.20","-","ATP synthase, alpha subunit, C-terminal domain superfamily",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YBL099W","Gene3D","G3DSA:2.40.30.20","-","ATP synthase subunit alpha, N-terminal domain-like superfamily",1,69,2,429,0.363944895779583,3.09863643265018,0.444909010720246
"YAF029","YBL099W;YDL192W;YDR226W;YDR454C;YJR121W;YKR059W;YLL026W;YLR293C;YOR133W","Gene3D","G3DSA:3.40.50.300","-","-",9,61,43,388,0.290984385037842,1.33047549988692,0.444909010720246
"YAF029","YBR011C","Gene3D","G3DSA:3.90.80.10","Inorganic Pyrophosphatase","Inorganic pyrophosphatase superfamily",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YBR072W","Gene3D","G3DSA:2.60.40.790","-","HSP20-like chaperone",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YBR196C","Gene3D","G3DSA:1.10.1390.10","-","Phosphoglucose isomerase, C-terminal",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YBR196C","Gene3D","G3DSA:3.40.50.10490","-","-",1,69,3,428,0.45335023171418,2.06384524585074,0.512153997470844
"YAF029","YCL030C","Gene3D","G3DSA:1.10.287.1080","-","-",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YCL030C","Gene3D","G3DSA:3.10.20.400","-","Phosphoribosyl-AMP cyclohydrolase domain superfamily",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YCL030C","Gene3D","G3DSA:3.40.50.1980","Nitrogenase molybdenum iron protein domain","-",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
"YAF029","YCL050C","Gene3D","G3DSA:3.30.428.70","-","ATP adenylyltransferase-like",1,69,1,430,0.260159680638723,6.19441302289052,0.444909010720246
