"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF036","YAL003W","Gene3D","G3DSA:1.20.1050.130","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YAL003W","Gene3D","G3DSA:3.30.70.60","-","Translation elongation factor EF1B/ribosomal protein S6",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YAL043C","Gene3D","G3DSA:1.25.10.10","-","Armadillo-like helical",1,27,8,201,0.684127798455093,0.93081959499907,0.697386089122827
"YAF036","YBR072W","Gene3D","G3DSA:2.60.40.790","-","HSP20-like chaperone",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YBR143C","Gene3D","G3DSA:3.30.1330.30","-","50S ribosomal protein L30e-like",1,27,4,205,0.469725115224481,1.89161302150076,0.49022898930174
"YAF036","YBR143C","Gene3D","G3DSA:3.30.420.60","-","eRF1, domain 2 superfamily",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YBR143C","Gene3D","G3DSA:3.30.960.10","Translation","Peptide Chain Release Factor eRF1/aRF1, N-terminal",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YDL140C","Gene3D","G3DSA:1.10.132.30","-","RNA polymerase Rpb1, funnel domain superfamily",1,27,2,207,0.315376574290057,3.7994069044792,0.349974848262806
"YAF036","YDL140C","Gene3D","G3DSA:1.10.150.390","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YDL140C","Gene3D","G3DSA:1.10.274.100","-","RNA polymerase Rpb1, domain 3 superfamily",1,27,2,207,0.315376574290057,3.7994069044792,0.349974848262806
"YAF036","YDL140C","Gene3D","G3DSA:1.20.120.1280","-","-",1,27,2,207,0.315376574290057,3.7994069044792,0.349974848262806
"YAF036","YDL140C","Gene3D","G3DSA:2.20.25.410","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YDL140C","Gene3D","G3DSA:2.40.40.20","-","-",1,27,3,206,0.397297326084409,2.52952601399852,0.428234412951638
"YAF036","YDL140C","Gene3D","G3DSA:3.30.1360.140","-","RNA polymerase Rpb1, domain 7 superfamily",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YDL140C","Gene3D","G3DSA:3.30.1490.180","RNA polymerase ii","-",1,27,2,207,0.315376574290057,3.7994069044792,0.349974848262806
"YAF036","YDL145C","Gene3D","G3DSA:1.25.40.470","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YDL145C;YDR301W;YNL317W;YOR230W","Gene3D","G3DSA:2.130.10.10","-","WD40/YVTN repeat-like-containing domain superfamily",4,24,5,204,0.0130995638354653,6.70322382650432,0.316814208874944
"YAF036","YDR214W","Gene3D","G3DSA:3.15.10.20","-","Activator of Hsp90 ATPase, Aha1",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YDR214W","Gene3D","G3DSA:3.30.530.20","-","START-like domain superfamily",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YDR224C","Gene3D","G3DSA:1.10.20.10","Histone","Histone-fold",1,27,2,207,0.315376574290057,3.7994069044792,0.349974848262806
"YAF036","YDR228C","Gene3D","G3DSA:1.25.40.90","-","ENTH/VHS",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YFR009W;YOR250C;YPL218W","Gene3D","G3DSA:3.40.50.300","-","-",3,25,22,187,0.591362151007813,1.01991578484488,0.607532209824433
"YAF036","YGL044C","Gene3D","G3DSA:1.10.20.70","-","CSTF2, C-terminal domain superfamily",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YGL044C","Gene3D","G3DSA:1.25.40.630","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YGL044C;YGR159C","Gene3D","G3DSA:3.30.70.330","-","Nucleotide-binding alpha-beta plait domain superfamily",2,26,6,203,0.241057170841045,2.58811823552171,0.325118132980486
"YAF036","YIL051C","Gene3D","G3DSA:3.30.1330.40","-","RutC-like superfamily",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YKL080W","Gene3D","G3DSA:1.20.1460.10","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YKL080W","Gene3D","G3DSA:3.30.70.100","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YKL080W","Gene3D","G3DSA:3.30.70.1180","Vacuolar atp synthase subunit c; domain 1","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YKR002W","Gene3D","G3DSA:1.10.1410.10","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YKR002W","Gene3D","G3DSA:3.30.460.10","Beta Polymerase","Nucleotidyltransferase superfamily",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YKR002W","Gene3D","G3DSA:3.30.70.590","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YLR115W;YLR277C","Gene3D","G3DSA:3.40.50.10890","-","-",2,26,2,207,0.0696143189070011,7.83398128443991,0.316814208874944
"YAF036","YLR115W;YLR277C","Gene3D","G3DSA:3.60.15.10","-","Ribonuclease Z/Hydroxyacylglutathione hydrolase-like",2,26,2,207,0.0696143189070011,7.83398128443991,0.316814208874944
"YAF036","YLR153C","Gene3D","G3DSA:3.30.300.30","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YLR153C","Gene3D","G3DSA:3.40.50.12780","-","AMP-dependent synthetase-like superfamily",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YMR061W","Gene3D","G3DSA:1.25.40.1040","-","-",1,27,1,208,0.222770507044268,7.58298469438201,0.316814208874944
"YAF036","YMR108W","Gene3D","G3DSA:3.40.50.1220","-","-",1,27,2,207,0.315376574290057,3.7994069044792,0.349974848262806
"YAF036","YMR108W","Gene3D","G3DSA:3.40.50.970","-","-",1,27,3,206,0.397297326084409,2.52952601399852,0.428234412951638
"YAF036","YMR229C","Gene3D","G3DSA:1.25.40.10","-","Tetratricopeptide-like helical domain superfamily",1,27,2,207,0.315376574290057,3.7994069044792,0.349974848262806
