"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF041","YAL043C;YLR249W;YNL189W;YPL226W","Gene3D","G3DSA:1.25.10.10","-","Armadillo-like helical",4,69,8,288,0.196688070010303,2.08199187956467,0.508537457016717
"YAF041","YBL076C;YGR094W","Gene3D","G3DSA:1.10.730.10","-","-",2,71,3,293,0.257699337040447,2.74159132953759,0.508537457016717
"YAF041","YBL076C;YGL245W;YGR094W","Gene3D","G3DSA:3.40.50.620","HUPs","Rossmann-like alpha/beta/alpha sandwich fold",3,70,7,289,0.314737540804455,1.76620861830836,0.508537457016717
"YAF041","YBL076C;YGR094W","Gene3D","G3DSA:3.90.740.10","-","Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain",2,71,3,293,0.257699337040447,2.74159132953759,0.508537457016717
"YAF041","YBR079C","Gene3D","G3DSA:1.25.40.860","-","-",1,72,1,295,0.356957700011783,4.07595424435265,0.508537457016717
"YAF041","YBR079C","Gene3D","G3DSA:4.10.860.10","-","-",1,72,1,295,0.356957700011783,4.07595424435265,0.508537457016717
"YAF041","YBR143C;YOR369C","Gene3D","G3DSA:3.30.1330.30","-","50S ribosomal protein L30e-like",2,71,4,292,0.339270838464574,2.05155551306192,0.508537457016717
"YAF041","YBR143C","Gene3D","G3DSA:3.30.420.60","-","eRF1, domain 2 superfamily",1,72,1,295,0.356957700011783,4.07595424435265,0.508537457016717
"YAF041","YBR143C","Gene3D","G3DSA:3.30.960.10","Translation","Peptide Chain Release Factor eRF1/aRF1, N-terminal",1,72,1,295,0.356957700011783,4.07595424435265,0.508537457016717
"YAF041","YCL064C;YGR155W","Gene3D","G3DSA:3.40.50.1100","-","Tryptophan synthase beta subunit-like PLP-dependent enzyme",2,71,3,293,0.257699337040447,2.74159132953759,0.508537457016717
"YAF041","YDL084W;YDL192W;YDR172W;YER025W;YER036C;YKR084C;YLR249W;YLR293C;YOR046C;YPL226W","Gene3D","G3DSA:3.40.50.300","-","-",10,63,27,269,0.170178843916331,1.57924019907129,0.508537457016717
"YAF041","YDR099W","Gene3D","G3DSA:1.20.190.20","-","14-3-3 domain superfamily",1,72,1,295,0.356957700011783,4.07595424435265,0.508537457016717
"YAF041","YDR172W;YER025W;YGR234W;YKR084C","Gene3D","G3DSA:2.40.30.10","Translation factors","-",4,69,8,288,0.196688070010303,2.08199187956467,0.508537457016717
"YAF041","YDR211W","Gene3D","G3DSA:1.25.40.180","-","MIF4G-like domain superfamily",1,72,3,293,0.587610742800248,1.35525897507317,0.61578386060574
"YAF041","YDR211W","Gene3D","G3DSA:2.160.10.10","Hexapeptide repeat proteins","-",1,72,3,293,0.587610742800248,1.35525897507317,0.61578386060574
"YAF041","YDR211W","Gene3D","G3DSA:3.90.550.10","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A","Nucleotide-diphospho-sugar transferases",1,72,3,293,0.587610742800248,1.35525897507317,0.61578386060574
